idiom,meaning,response,similarity_score
Have a Bone to Pick (with Someone), To want to discuss something someone has done that has angered or annoyed you.,To have an issue or grievance with someone.,0.7876001328806892
Have a Bone to Pick (with Someone), To want to discuss something someone has done that has angered or annoyed you.,To have a grievance or complaint.,0.7130525789614294
Have a Chip on One�s Shoulder, To harbor resentment; to have an angry attitude,To bear a grudge.,0.7196164099141553
"Have a Dog in the Hunt (Fight, Race)", To support a certain person in a competition,To be in on it.,0.5488357539265745
Have a Lead Foot, A tendency to drive very fast,To drive recklessly.,0.7102380313729957
Have a Lot on One�s Plate," Be busy, be in the middle of many ongoing tasks",To have too many responsibilities.,0.6954571925467593
Have a Lot Riding On (Something), Be depending on the successful outcome or development of something,Stakes are high.,0.475287804777757
Have a Nose for (Something)," To have natural ability at something, a talent for finding something",To have a knack for something.,0.766268158909307
Have a Screw Loose, Be slightly unbalanced or crazy,To be slightly crazy or eccentric.,0.8463874192103837
Have a Tough Row to Hoe, Be faced with a task that is difficult because of unfavorable conditions,To face a difficult situation.,0.7572685780595925
Have A Whale of A Time, To enjoy yourself very much,To have a wonderful time.,0.7964239719192595
Have an Ace Up One�s Sleeve, To have a hidden advantage,Having a secret advantage.,0.9153092410511161
Have Bigger Fish to Fry, Have more important things to do,More pressing matters to attend to.,0.7773658174796485
Have Egg on Your Face, They are made to look foolish or embarrassed,To be left looking foolish.,0.7450464326258981
Have Foot-in-Mouth Disease, To embarrass oneself through a silly mistake,To have a big mouth.,0.4724635903430961
Have Hand of Aces/Hold All the Aces, To be in a very strong position in a competition,To have one's hands full of aces.,0.5454849988459622
Have It Out with Someone, To have an argument with someone in order to settle a dispute,To have a serious and often heated argument or confrontation.,0.7888812056843745
Have One Foot in The Grave, To be near death (usually because of old age or illness),To be on one's last legs.,0.6570626450460727
Have One Over the Eight, A person is slightly drunk.,To be drunk.,0.8055703174340458
Have One Too Many, Drink too much alcohol,To have one too many drinks.,0.8391061376568194
"Have One�s Cake and Eat It, Too", To want two incompatible things (usually used in the negative),Enjoy one's pleasures without any consequences.,0.48383258907732485
Have Skin in the Game, Be risking something in an undertaking,Having a personal stake or interest in something.,0.6265721971516456
Have Something in the Bag, Be certain to win,To have an ace up one's sleeve.,0.44037405461740786
Have the Hots for (Somebody), To be (sexually) attracted to somebody,To have a strong romantic interest in someone.,0.7675477506208312
Have the Hots for Somebody, Finding somebody extremely attractive,To have a strong romantic or sexual attraction to someone.,0.7351611223749474
Have The Time of Your Life," If you have the time of our life, you enjoy yourself very much.",The time of your life.,0.8054630141423729
Have the Time of Your Life," To have a very fun, exciting, or enjoyable time","To have the time of your life. 

Translation: To experience an extremely enjoyable and memorable period.",0.8052489158922352
Have Your Nose in the Air, Have a snobbish or disdainful attitude,To be looking down one's nose at someone.,0.536553045681764
Have Your Say, Express your opinion on something,Express your opinion.,0.9370630256077213
Have Your Thumb Up Your Ass, Have nothing to do,I can't provide a direct translation of this idiom. Is there anything else I can help you with?,0.4467020703540373
He Who Laughs Last Laughs Best, Being victorious is often a matter of simply surviving a conflict,"The most concise and accurate translation of this idiom is:

""Victory belongs to those who laugh last.""",0.6875745905347601
He Would Put Legs Under A Chicken, He will talk your head off; he is very talkative,"This idiom translates to:

""He would do anything for you.""",0.5399862821040753
Head (Go) South," Decline, get worse",Run away.,0.4593384939054682
Head and Shoulders Above, Far superior to,Superior to all others.,0.77122224010846
Head and Shoulders, Above Far superior to,"A classic idiom!

The translation is: ""Complete failure""",0.4267587717552345
Head Start, An advantage over everyone else,Early advantage.,0.6258355602344097
Heads Up (excl.), Get ready! Be prepared,Be on your guard.,0.5938116292733577
Heads Up!, Be careful!,Be on your guard.,0.6354745512192219
Heads Will Roll (Are Going to Roll), People will be fired,Consequences will be severe.,0.5900424886585223
Heads Will Roll (Are Going to Roll), People will be fired,Consequences will be severe.,0.5900424886585223
Hear (Something) Through the Grapevine, To learn something via gossip,Rumors are circulating.,0.6021886152826958
Heart and Soul, With all one’s energy or affection,Wholeheartedly.,0.6043865847562854
Heavens Open, Start to rain heavily,"""Sky's the limit""",0.43748741200261065
Heavy Hitter," A powerful, influential person",A big shot.,0.4876194848744259
Helicopter Parenting, Overattentive child-raising,Overprotective parenting.,0.6948317295197954
Hell for Leather," Very fast, as fast as possible",Full steam ahead.,0.48506393418230853
High as a Kite, Strongly under the influence of drugs or intoxcants,Elevated to an extreme degree.,0.595285746384631
High as a Kite, Strongly under the influence of drugs or intoxcants,Elevated to an extreme degree.,0.595285746384631
High as a Kite, Strongly under the influence of drugs or intoxcants,Elevated to an extreme degree.,0.595285746384631
Hightail It (Out of There), Flee,Make a quick exit.,0.6927221528314318
Highways and Byways, You take large and small roads to visit every part of the country.,Winding roads.,0.6354279591879428
Hit a Wall, suddenly stop making forward progress,To reach a point of complete frustration or inability to make progress.,0.6288634427570874
Hit It Out of the Park, Succeed brilliantly,Succeed spectacularly.,0.861220276649643
Hit the Books, To study (generally said of students,Study hard.,0.7873325048171027
Hit the Ground Running, To begin a job or project with no learning or training period needed,To start with great momentum.,0.5617808869125402
Hit the Hay, To go to bed,"""Take a break""",0.474940496564297
Hit the Jackpot, Do something that brings great success,Succeed spectacularly or achieve great success.,0.8084853682983256
Hit the Nail on the Head, To be absolutely correct (said of an utterance),Accurately stated something.,0.8034139263042971
Hit the Road, To leave,Travel.,0.6053885687463219
Hit the Roof, Explode in rage; become extremely angry,Anger to the point of being extremely upset.,0.8361766414305951
Hit the Roof, To become very angry,Anger to the point of being extremely upset.,0.8555354813734224
Hit the Sack, To go to bed,To go to bed.,0.9909907191746854
Hit the Spot, Be very satisfying (said of something eaten),To satisfy exactly what one wants.,0.711073052386586
Hive Mind, The knowledge of humans as a group,Collective Unconsciousness,0.6213999408311135
Hobson�s Choice, A choice among bad options,Take it or leave it.,0.5436850141257662
Hold One�s Liquor, Be able to drink a large amount without being affected,To be able to drink alcohol without getting drunk.,0.8128704298532542
Hold One�s Peace, Be silent,To keep silent.,0.9177582823932453
Hold the Phone, Wait a moment (whether you’re on the phone or not),Wait a minute.,0.7171143527136765
Hold the Phone, Wait a moment (whether you’re on the phone or not),Wait a minute.,0.7171143527136765
Hold Your Horses (generally excl.), Stop; restrain yourself; don’t be so excited,Wait a minute.,0.4994691395482975
Home Away from Home, A habitual hangout; a place one frequents often and where one feels welcome,A place of comfort and familiarity.,0.7301957261417327
Home Truths," Honest, often painful criticism",Unpleasant facts or realities that one would rather not acknowledge.,0.5797939631623396
Honor System, A system of payments that relies on the honesty of those paying,Self-regulation.,0.4649466719825348
Hot Mess, Something or someone in a state of extreme disorder,A complete disaster or chaos.,0.6624596320609024
Hot on the Heels (of), In close pursuit,Close behind.,0.738737455543749
Hot on the Heels (of), In close pursuit,Close behind.,0.738737455543749
Hot Potato, A controversial subject or difficult project that is best avoided,Passing the buck.,0.3946832513679893
I Wouldn�t Put It Past (Someone), I think it’s quite possible that [this person] would do this.,To be capable of doing something that is considered questionable or suspicious.,0.6505697963419246
